index,MORGAN_BTSR
302,10001000101011011000000100100010010000010001000000101101100000001010101011000010110101100100100010001000100100000100100010110100
303,10001101101010001000000100001010010000010001001000100001100000001000100001000100110101100000111000001000100100000000100001110100
304,10000000111010000000001000000000010000010100000000001000001000000010000000000000110001100100010001111000011100000010100001100100
305,00101100101000111000000000000111001100011000010101010110100010011010100000000010110010100000000010001000011000011110000011110100
306,10000000101010001000001100000001010000010100000000000100101000001000100000000000110101100100110001101000100100000000100000110100
307,00000110100010011001100100000001010000000011000000100100101000001001100000100001110101100010100010001000100110000000110000110001
308,10001000001000001000100000010111011000010101010010000110101010010000110000000110110011100000000000101000010110010000100011111100
309,10000100101010110001000110000010110001010000100011000000000100001000000011100101110000100000000001001100000101000000011000110100
310,11000100001000101100000110000000111000011000000111000001001100001000000111001001010000100000000000001000010100000000000000010100
311,11000101001000100000000010101001011100010110000000000000011001111001000011000000110000100110000100001010100000000100000000100101
312,11000010001011101001100010000001111100010101100000000001001000001010000000000010110010100010000100011010000100000100000001100100
313,11100010001011101001100010000000111100110101100100100001000000001000000100000001110000100010000100011010000001001100100011100100
314,11000000101100001000000010010011110100111100000000000001010000110000010100000000110010100000000100101100000100011111010000100100
315,11000010101100001101000010000011100100111010000000000000010000111000010100000000010010100010000000101010000101011110010000100100
316,11000000001000100000000010100001011100010010000000000000011001111001000000000000010000100110000000001000000000000100010001100101
317,00000010001011001101010100010100010000010000000000000100101000001000100000000000110101100010110000001000110100010100100101110110
318,00000010001011101101000100100010000000010000100100000100100000001000101010100000110111100110100010011000100000000110100101110100
319,10000000101101000000000000000101010100011000010001101011100000010010101001000010010010100000001010001000001100001110000111100110
320,10000100001000000000000011001000010010110100110100000101001100010110011001010010110000100000000100001010100101010000000001100110
321,10001100101110100000000010000001110110010110000000000100000000111000000010010010110000110100011001011000010000000100000100110101
322,10100010101000000000000000000000000001011000110100100010000100100001010000100000110000110110000000001110000000000000000000100111
323,10100000001000000001000010000000010000011000100100100000001000111001000011100000010000110000000000001110000100001001000000100101
324,10000000001000010000000000000010000000011000100101100000000000001001000010100000011010110000100010001101000100010010000001100101
325,10000000101100001000000000000010000001011000110100100010010000100001010100100000110000110110000000101110001100010101000000100101
326,01100011101010101000010000010000110110010000100000000101001100000010110001000010111101100110100000001010011000000000110000110100
327,01001101001010101000010000011010110010010000101001000001000001001010100001000010111101100000100000001010010000000000110000110100
328,11010101101011111000010000010000110010010000100000101001000001001010100001000000111000100000111000011000010100000000110000110100
329,11000000001011001010000010100001010100010000000000000111101001010010000001010011110010100110000000011000000100000000000000101100
330,11100100011010001000000010100000010100010000000100100101100001011100010001000001110010100010000000011000000000000000000001101100
331,11000000001010011010000010110001010100010010000000000000101001011001001000010001110010100010000000011000000110010000010101101100
332,11000001001010001110000010100000110100110000000100000010101001001000010010000001110010100110000000011000000000010000000000101100
333,10100000111000010001000000000000011100010000000100101101011001101100001001000100010000100010000011001000000000010100000011001010
334,11100100001010001010000010100000110100110110100100100001100001001000010010000001110010100110000000011000000001000000000001101100
335,11100010101010001010000010100001010100010000000000000110101101010000000000010001110010100110000000011000000100000000000000101100
336,10000110101011000010000010000011011101010000000000000001011100010010000001100010010000100010000000001001000100000000000001100001
337,00101000001000000000010000000010110000010001110100010001101000010100001000010000110000000000010000001010001000100100000100111100
338,10000010001000111001000000000111110000010100000000000000001000011000010011101100111001100010000000101010100101110000100000100101
339,10000100001000110000000011000000010010110100000100100101001000011000011101100001010000100000010000001010010100000000001101100100
